,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2014/10/16,4,18,48,0,1021,东南风,147,10,99
CN101190801,2014/10/16,5,17,47,0,1022,东北风,53,13,100
CN101190801,2014/10/16,6,17,44,0,1022,东北风,59,14,100
CN101190801,2014/10/16,7,17,42,0,1023,东北风,65,15,98
CN101190801,2014/10/16,8,18,40,0,1023,东北风,71,17,98
CN101190801,2014/10/16,9,19,35,0,1024,东北风,77,17,99
CN101190801,2014/10/16,10,21,30,0,1024,东风,84,17,99
CN101190801,2014/10/16,11,23,26,0,1024,东风,90,17,99
CN101190801,2014/10/16,12,24,26,0,1024,东风,97,15,95
CN101190801,2014/10/16,13,24,26,0,1023,东南风,103,14,84
CN101190801,2014/10/16,14,25,26,0,1023,东南风,110,13,93
CN101190801,2014/10/16,15,24,30,0,1022,东南风,109,11,87
CN101190801,2014/10/16,16,24,33,0,1022,东南风,109,10,94
CN101190801,2014/10/16,17,23,37,0,1022,东南风,109,9,96
CN101190801,2014/10/16,18,22,38,0,1022,东南风,111,10,99
CN101190801,2014/10/16,19,20,40,0,1022,东南风,113,11,92
CN101190801,2014/10/16,20,19,41,0,1022,东南风,115,12,97
CN101190801,2014/10/16,21,19,44,0,1022,东南风,119,11,93
CN101190801,2014/10/16,22,18,47,0,1022,东南风,124,11,81
CN101190801,2014/10/16,23,17,50,0,1022,东南风,128,10,83
CN101190801,2014/10/17,0,17,53,0,1022,东南风,140,10,91
CN101190801,2014/10/17,1,17,56,0,1022,东南风,152,9,63
CN101190801,2014/10/17,2,16,60,0,1022,东南风,163,9,89
CN101190801,2014/10/17,3,16,62,0,1022,东南风,168,8,86
CN101190801,2014/10/17,4,15,65,0,1022,南风,173,8,99
CN101190801,2014/10/17,5,15,68,0,1022,南风,177,8,99
CN101190801,2014/10/17,6,16,66,0,1022,南风,177,8,99
CN101190801,2014/10/17,7,17,65,0,1022,南风,178,8,87
CN101190801,2014/10/17,8,18,63,0,1022,南风,178,8,70
CN101190801,2014/10/17,9,20,57,0,1022,南风,184,9,0
CN101190801,2014/10/17,10,23,50,0,1022,西南风,191,10,0
CN101190801,2014/10/17,11,25,44,0,1021,西南风,198,10,0
CN101190801,2014/10/17,12,26,40,0,1020,西南风,205,10,0
CN101190801,2014/10/17,13,26,37,0,1020,西南风,213,10,0
CN101190801,2014/10/17,14,27,33,0,1019,西南风,220,10,0
CN101190801,2014/10/17,15,27,37,0,1019,西南风,213,8,0
CN101190801,2014/10/17,16,26,40,0,1018,西南风,207,6,0
CN101190801,2014/10/17,17,26,44,0,1018,西南风,200,5,0
CN101190801,2014/10/17,18,25,45,0,1018,南风,183,5,0
CN101190801,2014/10/17,19,24,46,0,1019,东南风,167,6,0
CN101190801,2014/10/17,20,23,47,0,1019,东南风,150,6,0
CN101190801,2014/10/17,21,23,49,0,1019,东南风,153,7,0
CN101190801,2014/10/17,22,22,51,0,1019,东南风,155,7,0
CN101190801,2014/10/17,23,21,52,0,1020,东南风,158,8,0
CN101190801,2014/10/18,0,20,55,0,1019,东南风,162,8,0
CN101190801,2014/10/18,1,19,57,0,1019,东南风,166,8,0
CN101190801,2014/10/18,2,18,59,0,1019,南风,169,8,27
CN101190801,2014/10/18,3,18,61,0,1019,东南风,163,8,33
CN101190801,2014/10/18,4,17,63,0,1019,东南风,156,7,17
CN101190801,2014/10/18,5,17,65,0,1019,东南风,149,7,2
CN101190801,2014/10/18,6,18,63,0,1019,东南风,142,8,6
CN101190801,2014/10/18,7,19,62,0,1020,东南风,135,9,35
CN101190801,2014/10/18,8,20,61,0,1020,东南风,128,9,18
CN101190801,2014/10/18,9,22,54,0,1020,东南风,131,10,57
CN101190801,2014/10/18,10,24,47,0,1020,东南风,133,12,64
CN101190801,2014/10/18,11,26,41,0,1020,东南风,136,13,63
CN101190801,2014/10/18,12,26,37,0,1019,东南风,136,14,85
CN101190801,2014/10/18,13,27,34,0,1018,东南风,136,15,88
CN101190801,2014/10/18,14,27,31,0,1017,东南风,136,17,90
CN101190801,2014/10/18,15,27,33,0,1017,东南风,133,15,98
CN101190801,2014/10/18,16,26,36,0,1017,东南风,129,14,94
CN101190801,2014/10/18,17,25,38,0,1017,东南风,126,13,100
CN101190801,2014/10/18,18,24,39,0,1017,东南风,125,13,99
CN101190801,2014/10/18,19,23,40,0,1018,东南风,124,14,100
CN101190801,2014/10/18,20,21,40,0,1018,东南风,123,15,99
CN101190801,2014/10/18,21,21,41,0,1018,东南风,127,15,100
CN101190801,2014/10/18,22,21,42,0,1018,东南风,130,15,100
CN101190801,2014/10/18,23,21,44,0,1018,东南风,133,14,100
CN101190801,2014/10/19,0,19,48,0,1017,东南风,137,14,100
CN101190801,2014/10/19,1,18,53,0.1,1017,东南风,140,14,96
CN101190801,2014/10/19,2,17,57,0.1,1017,东南风,144,14,98
CN101190801,2014/10/19,3,17,64,0.6,1017,东南风,144,13,99
CN101190801,2014/10/19,4,17,71,1.2,1017,东南风,144,12,95
CN101190801,2014/10/19,5,17,77,1.7,1017,东南风,144,12,100
CN101190801,2014/10/19,6,17,79,1.5,1017,东南风,137,11,100
CN101190801,2014/10/19,7,18,81,1.3,1017,东南风,130,10,100
CN101190801,2014/10/19,8,19,83,1.1,1017,东南风,123,9,100
CN101190801,2014/10/19,9,19,81,1.4,1017,东南风,114,9,100
CN101190801,2014/10/19,10,20,80,1.6,1017,东南风,105,10,100
CN101190801,2014/10/19,11,20,78,1.9,1017,东风,97,11,100
CN101190801,2014/10/19,12,21,77,1.3,1016,东风,96,10,100
CN101190801,2014/10/19,13,22,76,0.8,1016,东风,95,8,100
CN101190801,2014/10/19,14,22,75,0.2,1015,东风,95,7,100
CN101190801,2014/10/19,15,22,79,0.9,1015,东风,98,5,100
CN101190801,2014/10/19,16,22,83,1.7,1015,东南风,102,3,100
CN101190801,2014/10/19,17,23,87,2.4,1015,东南风,105,1,100
CN101190801,2014/10/19,18,21,88,1.8,1016,东南风,137,2,100
CN101190801,2014/10/19,19,20,89,1.1,1016,南风,169,3,100
CN101190801,2014/10/19,20,19,90,0.5,1016,西南风,201,5,100
CN101190801,2014/10/19,21,19,90,0.4,1016,西南风,213,4,100
CN101190801,2014/10/19,22,19,91,0.2,1016,西南风,225,4,100
CN101190801,2014/10/19,23,18,91,0.1,1016,西南风,237,4,100
CN101190801,2014/10/20,0,18,92,0.4,1016,南风,183,4,100
CN101190801,2014/10/20,1,17,92,0.8,1016,东南风,130,3,100
CN101190801,2014/10/20,2,17,93,1.1,1015,东北风,76,3,100
CN101190801,2014/10/20,3,17,94,3,1015,东北风,63,3,100
CN101190801,2014/10/20,4,17,95,4.8,1015,东北风,50,2,100
CN101190801,2014/10/20,5,17,95,6.7,1015,东北风,37,2,100
CN101190801,2014/10/20,6,17,95,5.7,1015,东北风,39,3,100
CN101190801,2014/10/20,7,17,94,4.6,1015,东北风,40,4,100
CN101190801,2014/10/20,8,18,94,3.6,1016,东北风,41,5,100
CN101190801,2014/10/20,9,18,92,3,1016,东北风,37,5,100
CN101190801,2014/10/20,10,18,90,2.5,1016,东北风,32,5,100
CN101190801,2014/10/20,11,19,89,1.9,1017,东北风,27,5,100
CN101190801,2014/10/20,12,19,88,2.1,1016,东北风,35,6,100
CN101190801,2014/10/20,13,20,88,2.3,1016,东北风,44,7,100
CN101190801,2014/10/20,14,20,88,2.5,1015,东北风,52,8,100
CN101190801,2014/10/20,15,20,90,2.6,1015,东北风,44,9,100
CN101190801,2014/10/20,16,19,91,2.6,1016,东北风,37,9,100
CN101190801,2014/10/20,17,19,93,2.7,1016,东北风,30,9,100
CN101190801,2014/10/20,18,18,93,4,1016,东北风,32,10,100
CN101190801,2014/10/20,19,18,94,5.4,1017,东北风,35,11,100
CN101190801,2014/10/20,20,17,94,6.7,1017,东北风,38,12,100
CN101190801,2014/10/20,21,17,94,6.2,1018,东北风,34,12,100
CN101190801,2014/10/20,22,17,94,5.8,1018,东北风,29,13,100
CN101190801,2014/10/20,23,17,94,5.3,1018,东北风,25,14,100
CN101190801,2014/10/21,0,17,93,4.5,1018,东北风,21,14,100
CN101190801,2014/10/21,1,16,93,3.7,1017,东北风,16,14,100
CN101190801,2014/10/21,2,16,93,2.9,1017,东北风,12,15,100
CN101190801,2014/10/21,3,16,93,2.5,1017,北风,8,15,97
CN101190801,2014/10/21,4,16,93,2.1,1017,北风,4,15,92
CN101190801,2014/10/21,5,15,93,1.7,1018,北风,1,15,97
CN101190801,2014/10/21,6,16,92,1.4,1018,北风,5,15,77
CN101190801,2014/10/21,7,16,92,1.2,1019,北风,9,14,47
CN101190801,2014/10/21,8,17,92,0.9,1019,东北风,13,14,32
CN101190801,2014/10/21,9,17,88,0.7,1020,东北风,13,14,42
CN101190801,2014/10/21,10,18,85,0.6,1021,东北风,14,14,32
CN101190801,2014/10/21,11,18,82,0.4,1021,东北风,15,14,22
CN101190801,2014/10/21,12,19,78,0.3,1021,东北风,11,15,15
CN101190801,2014/10/21,13,20,74,0.2,1021,北风,8,15,14
CN101190801,2014/10/21,14,20,69,0.1,1021,北风,5,15,11
CN101190801,2014/10/21,15,20,71,0.1,1021,北风,9,13,8
CN101190801,2014/10/21,16,20,72,0,1021,东北风,14,10,3
CN101190801,2014/10/21,17,20,73,0,1021,东北风,19,8,0
CN101190801,2014/10/21,18,20,76,0,1022,东北风,22,7,0
CN101190801,2014/10/21,19,20,78,0,1022,东北风,25,7,0
CN101190801,2014/10/21,20,19,81,0,1023,东北风,28,6,0
CN101190801,2014/10/21,21,19,81,0,1023,东北风,36,6,0
CN101190801,2014/10/21,22,18,82,0,1023,东北风,43,6,1
CN101190801,2014/10/21,23,17,83,0,1024,东北风,51,6,0
CN101190801,2014/10/22,0,17,83,0,1023,东北风,59,6,0
CN101190801,2014/10/22,1,17,84,0,1023,东北风,66,5,0
CN101190801,2014/10/22,2,17,85,0,1023,东北风,74,4,0
CN101190801,2014/10/22,3,17,85,0,1023,东北风,72,4,0
CN101190801,2014/10/22,4,16,86,0,1024,东北风,70,3,0
CN101190801,2014/10/22,5,16,87,0,1024,东北风,69,3,0
CN101190801,2014/10/22,6,16,83,0,1024,东北风,79,3,0
CN101190801,2014/10/22,7,17,79,0,1024,东风,89,4,0
CN101190801,2014/10/22,8,18,76,0,1025,东风,99,4,0
CN101190801,2014/10/22,9,20,71,0,1024,东南风,112,4,0
CN101190801,2014/10/22,10,21,66,0,1024,东南风,125,4,0
CN101190801,2014/10/22,11,22,61,0,1024,东南风,138,3,0
CN101190801,2014/10/22,12,24,58,0,1024,东南风,159,3,23
CN101190801,2014/10/22,13,25,55,0,1023,南风,180,3,79
CN101190801,2014/10/22,14,26,52,0,1022,西南风,201,3,97
CN101190801,2014/10/22,15,25,56,0,1022,南风,190,3,100
CN101190801,2014/10/22,16,24,61,0,1022,南风,179,3,99
CN101190801,2014/10/22,17,22,65,0,1022,东南风,168,3,99
CN101190801,2014/10/22,18,21,66,0,1022,东南风,162,5,95
CN101190801,2014/10/22,19,19,66,0,1022,东南风,157,7,89
CN101190801,2014/10/22,20,18,67,0,1022,东南风,151,8,94
CN101190801,2014/10/22,21,17,70,0,1022,东南风,155,8,100
CN101190801,2014/10/22,22,17,72,0,1022,东南风,159,9,100
CN101190801,2014/10/22,23,16,74,0,1022,东南风,163,9,100
CN101190801,2014/10/23,0,15,75,0,1021,东南风,165,8,100
CN101190801,2014/10/23,1,15,76,0,1021,东南风,168,8,99
CN101190801,2014/10/23,2,14,77,0,1021,南风,171,7,92
CN101190801,2014/10/23,3,14,77,0,1021,南风,171,7,55
CN101190801,2014/10/23,4,14,77,0,1020,南风,171,7,6
CN101190801,2014/10/23,5,14,77,0,1020,南风,171,8,0
CN101190801,2014/10/23,6,15,76,0,1020,南风,173,8,0
CN101190801,2014/10/23,7,15,75,0,1020,南风,174,9,0
CN101190801,2014/10/23,8,16,74,0,1021,南风,176,9,0
CN101190801,2014/10/23,9,17,71,0,1020,南风,177,10,0
CN101190801,2014/10/23,10,19,67,0,1020,南风,178,11,0
CN101190801,2014/10/23,11,20,63,0,1020,南风,179,12,0
CN101190801,2014/10/23,12,21,59,0,1019,南风,184,12,0
CN101190801,2014/10/23,13,23,56,0,1018,南风,189,12,0
CN101190801,2014/10/23,14,24,52,0,1017,西南风,195,13,0
CN101190801,2014/10/23,15,24,56,0,1017,南风,190,12,0
CN101190801,2014/10/23,16,23,59,0,1017,南风,186,11,0
CN101190801,2014/10/23,17,23,63,0,1017,南风,182,10,0
CN101190801,2014/10/23,18,22,66,0,1017,南风,180,11,0
CN101190801,2014/10/23,19,20,68,0,1017,南风,178,11,0
CN101190801,2014/10/23,20,19,71,0,1018,南风,176,11,0
CN101190801,2014/10/23,21,18,72,0,1017,南风,177,11,0
CN101190801,2014/10/23,22,18,72,0,1017,南风,177,11,0
CN101190801,2014/10/23,23,18,73,0,1017,南风,177,11,0
CN101190801,2014/10/24,0,18,73,0,1017,南风,182,11,0
CN101190801,2014/10/24,1,17,73,0,1017,南风,186,11,0
CN101190801,2014/10/24,2,17,73,0,1016,南风,191,10,0
CN101190801,2014/10/24,3,17,73,0,1016,南风,190,10,0
CN101190801,2014/10/24,4,16,74,0,1016,南风,190,10,0
CN101190801,2014/10/24,5,16,74,0,1016,南风,190,10,0
CN101190801,2014/10/24,6,17,73,0,1017,南风,189,10,0
CN101190801,2014/10/24,7,18,72,0,1017,南风,188,10,0
CN101190801,2014/10/24,8,18,71,0,1017,南风,188,10,0
CN101190801,2014/10/24,9,20,64,0,1017,南风,190,12,0
CN101190801,2014/10/24,10,21,57,0,1017,西南风,192,13,0
CN101190801,2014/10/24,11,23,50,0,1017,西南风,194,14,0
CN101190801,2014/10/24,12,24,46,0,1016,西南风,196,14,0
CN101190801,2014/10/24,13,25,43,0,1016,西南风,198,14,0
CN101190801,2014/10/24,14,27,39,0,1015,西南风,200,14,0
CN101190801,2014/10/24,15,26,43,0,1015,西南风,196,13,0
CN101190801,2014/10/24,16,25,48,0,1015,南风,191,12,0
CN101190801,2014/10/24,17,25,52,0,1015,南风,186,10,1
CN101190801,2014/10/24,18,23,54,0,1015,南风,184,10,10
CN101190801,2014/10/24,19,22,55,0,1016,南风,182,11,0
CN101190801,2014/10/24,20,21,57,0,1016,南风,181,11,0
CN101190801,2014/10/24,21,20,58,0,1017,南风,181,11,10
CN101190801,2014/10/24,22,19,58,0,1017,南风,181,11,18
CN101190801,2014/10/24,23,19,59,0,1017,南风,182,11,36
CN101190801,2014/10/25,0,19,60,0,1017,南风,183,11,46
CN101190801,2014/10/25,1,18,62,0,1016,南风,183,11,47
CN101190801,2014/10/25,2,18,63,0,1016,南风,184,10,60
CN101190801,2014/10/25,3,18,64,0,1016,南风,185,10,54
CN101190801,2014/10/25,4,17,65,0,1016,南风,186,10,51
CN101190801,2014/10/25,5,17,66,0,1016,南风,187,9,44
CN101190801,2014/10/25,6,18,65,0,1016,南风,185,9,27
CN101190801,2014/10/25,7,19,65,0,1017,南风,182,10,21
CN101190801,2014/10/25,8,20,65,0,1017,南风,180,10,17
CN101190801,2014/10/25,9,21,59,0,1017,南风,181,10,8
CN101190801,2014/10/25,10,23,54,0,1017,南风,182,11,1
CN101190801,2014/10/25,11,24,49,0,1017,南风,183,12,0
CN101190801,2014/10/25,12,26,45,0,1017,南风,188,12,0
CN101190801,2014/10/25,13,27,42,0,1016,西南风,193,12,0
CN101190801,2014/10/25,14,28,39,0,1015,西南风,198,12,0
CN101190801,2014/10/25,15,28,43,0,1015,西南风,194,11,0
CN101190801,2014/10/25,16,27,47,0,1015,南风,190,10,0
CN101190801,2014/10/25,17,27,51,0,1015,南风,185,9,0
CN101190801,2014/10/25,18,25,52,0,1015,南风,182,9,0
CN101190801,2014/10/25,19,24,53,0,1016,南风,178,9,0
CN101190801,2014/10/25,20,22,54,0,1016,南风,174,10,0
CN101190801,2014/10/25,21,21,55,0,1016,南风,177,10,0
CN101190801,2014/10/25,22,20,55,0,1017,南风,179,10,0
CN101190801,2014/10/25,23,19,56,0,1017,南风,182,10,0
CN101190801,2014/10/26,0,19,57,0,1016,南风,187,10,0
CN101190801,2014/10/26,1,19,58,0,1016,西南风,193,10,0
CN101190801,2014/10/26,2,19,58,0,1016,西南风,198,10,0
CN101190801,2014/10/26,3,19,60,0,1016,西南风,202,9,0
CN101190801,2014/10/26,4,19,61,0,1016,西南风,205,9,0
CN101190801,2014/10/26,5,18,62,0,1016,西南风,208,8,0
CN101190801,2014/10/26,6,19,62,0,1016,西南风,211,8,0
CN101190801,2014/10/26,7,20,62,0,1017,西南风,214,7,0
CN101190801,2014/10/26,8,21,62,0,1017,西南风,217,6,3
CN101190801,2014/10/26,9,23,58,0,1018,西南风,227,5,7
CN101190801,2014/10/26,10,25,54,0,1018,西南风,237,4,11
CN101190801,2014/10/26,11,28,50,0,1018,西南风,247,3,31
CN101190801,2014/10/26,12,29,48,0,1018,东南风,168,3,38
CN101190801,2014/10/26,13,30,46,0,1018,东风,89,4,18
CN101190801,2014/10/26,14,31,44,0,1018,北风,10,4,15
CN101190801,2014/10/26,15,30,48,0,1018,东北风,25,6,24
CN101190801,2014/10/26,16,29,51,0,1018,东北风,40,7,68
CN101190801,2014/10/26,17,28,55,0,1019,东北风,55,9,84
CN101190801,2014/10/26,18,27,56,0,1020,东北风,56,15,91
CN101190801,2014/10/26,19,25,57,0,1021,东北风,56,21,94
CN101190801,2014/10/26,20,24,58,0,1022,东北风,57,26,94
CN101190801,2014/10/26,21,23,55,0,1023,东北风,58,25,91
CN101190801,2014/10/26,22,22,51,0,1024,东北风,60,24,95
CN101190801,2014/10/26,23,21,48,0,1025,东北风,61,23,98
CN101190801,2014/10/27,0,18,48,0,1025,东北风,61,22,91
CN101190801,2014/10/27,1,15,49,0,1026,东北风,61,21,96
CN101190801,2014/10/27,2,13,50,0,1026,东北风,61,19,73
CN101190801,2014/10/27,3,12,49,0,1026,东北风,60,19,39
CN101190801,2014/10/27,4,12,49,0,1027,东北风,59,19,25
CN101190801,2014/10/27,5,11,49,0,1027,东北风,58,19,18
CN101190801,2014/10/27,6,11,47,0,1028,东北风,60,21,5
CN101190801,2014/10/27,7,12,46,0,1028,东北风,62,22,4
CN101190801,2014/10/27,8,12,45,0,1029,东北风,64,23,2
CN101190801,2014/10/27,9,13,43,0,1029,东北风,64,22,5
CN101190801,2014/10/27,10,14,41,0,1029,东北风,65,20,3
CN101190801,2014/10/27,11,16,39,0,1029,东北风,66,19,2
CN101190801,2014/10/27,12,17,38,0,1028,东北风,65,18,46
CN101190801,2014/10/27,13,18,36,0,1028,东北风,64,17,83
CN101190801,2014/10/27,14,19,35,0,1027,东北风,63,16,95
CN101190801,2014/10/27,15,18,38,0,1027,东北风,65,15,98
CN101190801,2014/10/27,16,18,40,0,1027,东北风,66,14,100
CN101190801,2014/10/27,17,17,43,0,1027,东北风,68,13,100
CN101190801,2014/10/27,18,16,46,0,1027,东北风,73,13,100
CN101190801,2014/10/27,19,15,49,0,1027,东北风,78,14,100
CN101190801,2014/10/27,20,14,53,0,1028,东风,83,14,98
CN101190801,2014/10/27,21,13,57,0,1028,东风,85,14,41
CN101190801,2014/10/27,22,13,60,0,1028,东风,88,14,63
CN101190801,2014/10/27,23,12,64,0,1028,东风,90,14,100
CN101190801,2014/10/28,0,12,69,0,1028,东风,89,13,100
CN101190801,2014/10/28,1,12,73,0,1027,东风,88,12,100
CN101190801,2014/10/28,2,11,78,0,1027,东风,86,11,100
CN101190801,2014/10/28,3,11,78,0,1027,东风,85,11,100
CN101190801,2014/10/28,4,11,78,0,1027,东风,84,12,100
CN101190801,2014/10/28,5,11,78,0,1026,东风,82,12,100
CN101190801,2014/10/28,6,11,75,0,1026,东风,84,13,100
CN101190801,2014/10/28,7,11,73,0,1027,东风,87,13,100
CN101190801,2014/10/28,8,12,70,0,1027,东风,89,14,100
CN101190801,2014/10/28,9,13,66,0,1026,东风,91,15,100
CN101190801,2014/10/28,10,15,62,0,1026,东风,94,15,100
CN101190801,2014/10/28,11,17,58,0,1026,东风,97,16,100
CN101190801,2014/10/28,12,17,57,0,1025,东风,98,15,100
CN101190801,2014/10/28,13,18,55,0,1024,东风,98,14,100
CN101190801,2014/10/28,14,19,54,0,1024,东风,99,13,100
CN101190801,2014/10/28,15,19,57,0,1024,东风,94,12,100
CN101190801,2014/10/28,16,18,60,0,1024,东风,88,10,100
CN101190801,2014/10/28,17,18,63,0,1024,东风,83,9,96
CN101190801,2014/10/28,18,17,65,0,1024,东风,84,10,97
CN101190801,2014/10/28,19,16,67,0,1024,东风,84,11,98
CN101190801,2014/10/28,20,15,69,0,1024,东风,84,12,99
CN101190801,2014/10/28,21,15,71,0,1024,东风,86,11,98
CN101190801,2014/10/28,22,15,73,0.1,1024,东风,88,11,100
CN101190801,2014/10/28,23,15,76,0.1,1024,东风,90,10,100
CN101190801,2014/10/29,0,15,77,0.1,1024,东风,90,11,100
CN101190801,2014/10/29,1,15,79,0,1023,东风,91,12,100
CN101190801,2014/10/29,2,15,80,0,1023,东风,91,13,100
CN101190801,2014/10/29,3,14,80,0,1023,东风,88,13,99
CN101190801,2014/10/29,4,14,79,0,1023,东风,85,14,100
CN101190801,2014/10/29,5,14,79,0,1022,东风,83,15,100
CN101190801,2014/10/29,6,14,79,0,1023,东风,81,15,100
CN101190801,2014/10/29,7,15,79,0,1023,东风,80,15,100
CN101190801,2014/10/29,8,15,79,0,1023,东北风,79,14,100
CN101190801,2014/10/29,9,16,73,0,1023,东风,88,15,100
CN101190801,2014/10/29,10,17,66,0,1023,东风,98,16,100
CN101190801,2014/10/29,11,18,60,0,1023,东南风,108,17,100
CN101190801,2014/10/29,12,18,60,0,1023,东南风,112,16,100
CN101190801,2014/10/29,13,19,59,0,1022,东南风,116,16,100
CN101190801,2014/10/29,14,19,59,0,1021,东南风,120,15,100
CN101190801,2014/10/29,15,19,62,0,1021,东南风,115,13,100
CN101190801,2014/10/29,16,19,64,0,1021,东南风,110,12,100
CN101190801,2014/10/29,17,19,67,0,1021,东南风,106,10,100
CN101190801,2014/10/29,18,18,69,0,1021,东风,98,10,100
CN101190801,2014/10/29,19,17,70,0,1021,东风,91,10,100
CN101190801,2014/10/29,20,17,72,0,1021,东风,84,10,100
CN101190801,2014/10/29,21,16,73,0.1,1021,东北风,79,10,100
CN101190801,2014/10/29,22,16,74,0.1,1021,东北风,74,10,100
CN101190801,2014/10/29,23,16,76,0.2,1021,东北风,69,9,100
CN101190801,2014/10/30,0,16,80,0.6,1021,东北风,58,9,100
CN101190801,2014/10/30,1,16,84,0.9,1021,东北风,47,9,100
CN101190801,2014/10/30,2,16,88,1.3,1020,东北风,36,9,100
CN101190801,2014/10/30,3,16,89,1.1,1020,东北风,37,8,100
CN101190801,2014/10/30,4,16,90,0.9,1020,东北风,37,8,88
CN101190801,2014/10/30,5,15,92,0.7,1020,东北风,38,8,100
CN101190801,2014/10/30,6,16,92,0.5,1020,东北风,46,7,95
CN101190801,2014/10/30,7,16,92,0.4,1020,东北风,54,6,92
CN101190801,2014/10/30,8,17,92,0.2,1020,东北风,62,5,95
CN101190801,2014/10/30,9,17,90,0.2,1020,东北风,53,5,96
CN101190801,2014/10/30,10,18,88,0.1,1020,东北风,44,5,100
CN101190801,2014/10/30,11,19,85,0.1,1020,东北风,34,5,100
CN101190801,2014/10/30,12,19,83,0.2,1019,东南风,143,5,100
CN101190801,2014/10/30,13,20,81,0.2,1019,西南风,251,5,100
CN101190801,2014/10/30,14,21,79,0.3,1018,北风,360,5,100
CN101190801,2014/10/30,15,20,81,0.5,1018,北风,358,5,100
CN101190801,2014/10/30,16,20,83,0.6,1018,北风,356,5,100
CN101190801,2014/10/30,17,20,85,0.8,1018,北风,354,5,100
CN101190801,2014/10/30,18,20,86,0.7,1018,西南风,241,6,100
CN101190801,2014/10/30,19,19,87,0.5,1018,东南风,127,6,100
CN101190801,2014/10/30,20,18,89,0.4,1018,东北风,14,6,100
CN101190801,2014/10/30,21,18,90,0.5,1018,东北风,19,6,100
CN101190801,2014/10/30,22,17,91,0.5,1018,东北风,24,6,100
CN101190801,2014/10/30,23,17,92,0.6,1018,东北风,29,6,100
CN101190801,2014/10/31,0,17,92,0.5,1018,东南风,137,7,100
CN101190801,2014/10/31,1,16,93,0.3,1018,西南风,245,8,100
CN101190801,2014/10/31,2,16,93,0.2,1017,北风,353,9,100
CN101190801,2014/10/31,3,16,92,0.2,1017,北风,353,9,100
CN101190801,2014/10/31,4,15,92,0.1,1017,北风,353,9,100
CN101190801,2014/10/31,5,15,91,0.1,1017,北风,353,10,100
CN101190801,2014/10/31,6,16,90,0.1,1017,北风,350,10,100
CN101190801,2014/10/31,7,16,88,0.1,1017,西北风,348,11,100
CN101190801,2014/10/31,8,17,87,0.1,1018,西北风,346,12,100
CN101190801,2014/10/31,9,18,82,0.1,1018,西北风,349,12,100
CN101190801,2014/10/31,10,19,77,0,1018,北风,352,13,100
CN101190801,2014/10/31,11,21,72,0,1018,北风,355,14,99
CN101190801,2014/10/31,12,21,70,0,1017,西南风,238,13,100
CN101190801,2014/10/31,13,21,68,0,1017,东南风,122,13,100
CN101190801,2014/10/31,14,21,66,0,1016,北风,5,13,100
CN101190801,2014/10/31,15,21,69,0,1016,东北风,13,11,100
CN101190801,2014/10/31,16,20,71,0,1016,东北风,22,9,100
CN101190801,2014/10/31,17,20,74,0,1017,东北风,30,8,100
CN101190801,2014/10/31,18,19,76,0,1017,东北风,36,7,100
CN101190801,2014/10/31,19,19,78,0,1017,东北风,42,7,100
CN101190801,2014/10/31,20,18,80,0,1018,东北风,48,6,100
CN101190801,2014/10/31,21,18,82,0,1018,东北风,58,6,100
CN101190801,2014/10/31,22,17,84,0,1018,东北风,68,5,100
CN101190801,2014/10/31,23,17,87,0,1018,东北风,79,4,100
CN101190801,2014/11/1,0,16,87,0,1018,东南风,153,4,100
CN101190801,2014/11/1,1,16,88,0,1018,西南风,228,3,100
CN101190801,2014/11/1,2,15,89,0,1018,西北风,303,3,100
CN101190801,2014/11/1,3,15,89,0,1018,西北风,309,5,100
CN101190801,2014/11/1,4,14,88,0,1018,西北风,314,6,100
CN101190801,2014/11/1,5,14,88,0,1018,西北风,320,8,100
CN101190801,2014/11/1,6,15,86,0,1019,西北风,327,9,98
CN101190801,2014/11/1,7,15,85,0,1019,西北风,333,9,95
CN101190801,2014/11/1,8,16,83,0,1019,西北风,340,9,100
CN101190801,2014/11/1,9,17,78,0,1019,西北风,336,9,99
CN101190801,2014/11/1,10,18,72,0,1020,西北风,333,10,100
CN101190801,2014/11/1,11,19,67,0,1020,西北风,330,10,100
CN101190801,2014/11/1,12,20,65,0,1020,西北风,327,10,100
CN101190801,2014/11/1,13,20,63,0,1019,西北风,324,11,100
CN101190801,2014/11/1,14,20,61,0,1019,西北风,320,11,100
CN101190801,2014/11/1,15,20,62,0,1019,西北风,322,13,100
CN101190801,2014/11/1,16,19,62,0,1019,西北风,324,14,97
CN101190801,2014/11/1,17,19,62,0,1019,西北风,327,16,19
CN101190801,2014/11/1,18,18,65,0,1020,西北风,325,16,45
CN101190801,2014/11/1,19,17,68,0,1020,西北风,323,15,41
CN101190801,2014/11/1,20,16,71,0,1020,西北风,322,14,49
CN101190801,2014/11/1,21,15,72,0,1021,西北风,315,14,1
CN101190801,2014/11/1,22,15,73,0,1021,西北风,308,13,11
CN101190801,2014/11/1,23,15,74,0,1021,西北风,301,12,18
CN101190801,2014/11/2,0,14,69,0,1022,西北风,305,14,12
CN101190801,2014/11/2,1,13,64,0,1022,西北风,308,16,0
CN101190801,2014/11/2,2,12,59,0,1022,西北风,312,18,0
CN101190801,2014/11/2,3,12,54,0,1022,西北风,313,18,33
